header.stamp.sec,header.stamp.nanosec,Time,header.frame_id,velocity
0,0,1675816003.4677637,,-7771.0
0,0,1675816003.4877493,,-7672.0
0,0,1675816003.4967973,,-7624.0
0,0,1675816003.5065992,,-7570.0
0,0,1675816003.727479,,-6626.0
0,0,1675816003.7365813,,-6600.0
0,0,1675816003.7465334,,-6577.0
0,0,1675816003.9496124,,-6458.0
0,0,1675816003.9748144,,-6458.0
0,0,1675816003.983533,,-6458.0
0,0,1675816003.9935102,,-6458.0
0,0,1675816004.2176738,,-6458.0
0,0,1675816004.2275672,,-6458.0
0,0,1675816004.236647,,-6459.0
0,0,1675816004.246559,,-6459.0
0,0,1675816004.2587836,,-6458.0
0,0,1675816004.4676046,,-5975.0
0,0,1675816004.4855742,,-5865.0
0,0,1675816004.506362,,-5811.0
0,0,1675816004.7297454,,-4240.0
0,0,1675816004.7597075,,-3944.0
0,0,1675816004.9494727,,-1944.0
0,0,1675816004.950593,,-1944.0
0,0,1675816004.9734871,,-1715.0
0,0,1675816004.9935615,,-1526.0
0,0,1675816005.2180707,,289.0
0,0,1675816005.228041,,339.0
0,0,1675816005.2470362,,446.0
0,0,1675816005.467571,,1240.0
0,0,1675816005.4875574,,1265.0
0,0,1675816005.50751,,1278.0
0,0,1675816005.717534,,1131.0
0,0,1675816005.7274861,,1100.0
0,0,1675816005.7454581,,1037.0
0,0,1675816005.7565322,,994.0
0,0,1675816005.9604564,,-208.0
0,0,1675816005.982487,,-378.0
0,0,1675816005.9923508,,-459.0
0,0,1675816006.0015588,,-534.0
0,0,1675816006.217633,,-2777.0
0,0,1675816006.2287967,,-2926.0
0,0,1675816006.2476163,,-3181.0
0,0,1675816006.25844,,-3327.0
0,0,1675816006.477517,,-5376.0
0,0,1675816006.48752,,-5462.0
0,0,1675816006.5074742,,-5638.0
